id,host_listings_count,latitude,longitude,accommodates,bathrooms,price,security_deposit,cleaning_fee,extra_people,minimum_nights,maximum_nights,maximum_minimum_nights,minimum_maximum_nights,availability_30,availability_365,number_of_reviews,number_of_reviews_ltm,restaurants,bars,cafes,universities,cta,time_to_cta_minutes
1663673,6,41.89322,-87.68571999999998,4,1.0,99.0,0.0,75.0,25.0,2,1125,2,1125,29,175,317,46,35.0,26.0,14.0,0.0,1,27.57
1668481,1,41.89665,-87.69719,4,1.0,82.0,200.0,40.0,15.0,45,185,45,185,0,9,109,1,24.0,15.0,9.0,0.0,0,83.15
1672647,1,41.99892,-87.67322,7,1.0,109.0,0.0,0.0,10.0,7,365,7,1125,17,339,224,24,17.0,7.0,10.0,0.0,1,15.06
1678422,3,41.93465,-87.65754,2,1.0,75.0,250.0,65.0,50.0,1,8,1,8,30,90,28,2,97.0,61.0,28.0,0.0,3,6.44
1721045,6,41.890029999999996,-87.66254,2,2.0,71.0,110.0,30.0,15.0,1,60,1,60,30,345,94,22,94.0,28.0,17.0,0.0,3,13.31
1746734,2,41.79984,-87.59465,2,1.0,101.0,0.0,50.0,0.0,2,1125,2,1125,30,332,337,32,40.0,6.0,10.0,5.0,0,76.85
1755737,0,41.94036,-87.64068,2,2.0,155.0,3500.0,250.0,0.0,365,730,365,730,28,363,0,0,84.0,38.0,23.0,0.0,0,82.25
1759266,2,41.93396,-87.65897,6,1.0,250.0,250.0,75.0,0.0,3,365,3,365,0,269,32,2,96.0,60.0,29.0,0.0,4,7.36
1759389,3,41.848009999999995,-87.68127,1,1.5,70.0,0.0,35.0,0.0,2,180,2,1125,8,319,120,14,9.0,2.0,1.0,0.0,2,12.8
1778910,11,41.85675,-87.65501,10,1.0,69.0,0.0,19.0,19.0,1,365,1,365,30,177,476,86,35.0,10.0,9.0,0.0,0,48.38
1784523,1,41.93998,-87.70272,4,1.0,99.0,0.0,40.0,0.0,1,365,2,365,29,66,115,20,40.0,16.0,4.0,1.0,1,10.78
1810118,1,41.77892,-87.59886,3,1.0,59.0,0.0,0.0,15.0,1,1124,2,1124,28,88,327,50,1.0,0.0,1.0,3.0,1,8.87
1837153,1,41.79963,-87.59477,2,1.0,115.0,0.0,0.0,0.0,3,1125,3,1125,3,329,45,2,40.0,6.0,10.0,5.0,0,77.15
1852665,81,41.88575,-87.65052,3,1.0,200.0,0.0,0.0,0.0,60,1125,60,1125,0,265,0,0,185.0,46.0,42.0,0.0,3,1.35
1854000,1,41.932829999999996,-87.64315,2,1.0,225.0,0.0,90.0,25.0,1,1125,1,1125,30,365,151,0,101.0,47.0,33.0,2.0,4,11.4
1900901,3,42.004,-87.67503,1,1.0,80.0,0.0,20.0,0.0,3,90,3,90,16,330,27,0,28.0,10.0,4.0,0.0,1,17.12
1917311,1,41.86991,-87.62856,2,1.0,200.0,100.0,100.0,0.0,3,30,3,30,30,100,23,0,47.0,25.0,29.0,3.0,7,5.83
1921670,2,41.94663,-87.70783,4,1.0,90.0,0.0,70.0,30.0,2,365,2,1125,1,312,229,25,26.0,18.0,4.0,0.0,2,11.84
1944802,81,41.85453,-87.62052,4,2.0,190.0,0.0,0.0,0.0,60,1125,60,1125,30,365,14,0,21.0,15.0,8.0,0.0,2,7.92
1954633,1,41.93101,-87.65878000000002,2,2.0,100.0,250.0,25.0,25.0,1,1125,2,1125,29,308,179,32,81.0,48.0,27.0,2.0,4,8.08
1960332,5,41.94432000000001,-87.65988,8,2.0,519.0,500.0,150.0,0.0,3,120,3,120,29,313,12,9,94.0,74.0,27.0,0.0,5,5.12
1964520,5,41.94993,-87.66173,6,2.0,439.0,500.0,150.0,0.0,3,90,3,1125,28,313,29,16,51.0,44.0,15.0,0.0,4,10.91
1965410,5,41.94943,-87.66129000000002,9,2.0,549.0,500.0,175.0,0.0,3,90,3,1125,26,306,33,24,60.0,60.0,18.0,0.0,4,9.77
1989590,1,41.91344,-87.69031,2,1.0,55.0,0.0,20.0,0.0,3,17,3,1125,30,334,200,26,56.0,18.0,14.0,0.0,2,8.64
1995991,1,41.9453,-87.65084,4,1.0,65.0,100.0,0.0,0.0,3,30,3,30,25,174,276,34,89.0,66.0,25.0,0.0,4,5.71
2011301,2,41.92118,-87.68678,2,1.0,75.0,0.0,15.0,0.0,1,1125,1,1125,29,89,198,35,69.0,29.0,17.0,0.0,2,9.58
2012443,1,41.89278,-87.66131,2,1.0,55.0,0.0,0.0,10.0,3,1124,45,1124,21,225,188,12,90.0,26.0,16.0,0.0,3,10.17
2046900,1,41.956109999999995,-87.67708,4,1.0,116.0,250.0,120.0,25.0,2,1125,2,1125,1,313,45,13,41.0,29.0,17.0,0.0,2,4.43
2051690,2,41.988640000000004,-87.69345,2,1.0,50.0,500.0,75.0,0.0,30,60,30,60,11,339,20,5,12.0,5.0,4.0,0.0,0,82.01
2062638,3,41.8967,-87.65734,10,2.0,295.0,500.0,100.0,25.0,1,360,5,360,30,360,143,11,51.0,19.0,15.0,0.0,3,3.02
2075573,4,41.82926,-87.60859,5,1.5,60.0,200.0,25.0,25.0,1,1125,1,1125,30,329,206,12,0.0,0.0,0.0,0.0,0,0.0
2087914,1,41.85658,-87.65423,2,1.0,120.0,0.0,25.0,25.0,1,1125,1,1125,30,358,127,32,34.0,11.0,9.0,0.0,0,47.61
2093894,48,41.91827,-87.65263,1,1.0,85.0,0.0,24.0,0.0,1,1125,7,1125,30,39,247,34,89.0,32.0,22.0,2.0,3,0.34
2103986,4,41.93395,-87.63923,2,1.0,75.0,0.0,0.0,0.0,1,1125,1,1125,13,255,137,19,83.0,37.0,28.0,0.0,0,69.33
2139407,13,41.88745,-87.70784,5,1.0,83.0,0.0,35.0,15.0,1,1125,2,1125,29,345,404,49,5.0,4.0,3.0,0.0,3,5.75
2163634,1,41.99462,-87.7795,5,1.0,95.0,100.0,70.0,10.0,1,1125,1,1125,30,213,173,25,3.0,3.0,0.0,0.0,0,88.69
2189522,3,41.848279999999995,-87.68021,1,1.5,70.0,0.0,35.0,0.0,2,180,2,1125,18,324,139,12,9.0,3.0,1.0,0.0,2,11.57
2198953,2,41.92261,-87.71464,5,1.0,120.0,100.0,60.0,25.0,4,30,4,1125,8,66,101,16,58.0,20.0,11.0,0.0,1,16.01
2212823,1,41.89309,-87.65061999999998,4,2.0,249.0,0.0,0.0,0.0,2,1125,2,1125,0,22,50,0,129.0,32.0,22.0,0.0,4,4.16
2227179,1,41.89984000000001,-87.6764,2,1.0,100.0,0.0,30.0,0.0,5,14,5,14,25,122,46,5,111.0,37.0,30.0,0.0,1,13.87
2261568,1,41.91944,-87.65894,4,2.5,140.0,2000.0,100.0,10.0,365,400,365,400,0,112,2,0,83.0,28.0,21.0,2.0,3,9.16
2298310,18,41.80379,-87.60386,2,1.0,29.0,250.0,100.0,5.0,2,1125,2,1125,30,180,21,4,13.0,2.0,4.0,1.0,0,65.19
2305194,5,41.94594,-87.65431,4,11.0,96.0,0.0,0.0,0.0,1,14,1,14,22,357,51,16,101.0,72.0,29.0,0.0,4,3.01
2305230,5,41.94594,-87.65431,1,11.0,27.0,0.0,0.0,50.0,1,14,1,14,22,357,311,227,101.0,72.0,29.0,0.0,4,3.01
2320027,1,41.90669000000001,-87.68283000000002,4,1.0,105.0,500.0,30.0,25.0,2,28,2,28,0,0,158,13,115.0,34.0,28.0,0.0,1,9.51
2396340,22,41.89648,-87.65651,8,2.0,302.0,998.0,150.0,50.0,1,365,5,1125,27,354,349,50,52.0,20.0,14.0,0.0,3,1.5
2429295,3,41.86756,-87.68661999999998,2,1.0,79.0,500.0,15.0,9.0,1,1125,1,1125,30,331,51,10,4.0,2.0,2.0,0.0,1,13.14
2437230,2,41.942640000000004,-87.68336,2,1.0,105.0,0.0,95.0,100.0,1,365,2,1125,22,100,80,9,20.0,14.0,5.0,1.0,1,14.14
2453598,81,41.8877,-87.64276,2,1.0,130.0,0.0,100.0,0.0,60,365,60,365,30,365,7,0,279.0,76.0,70.0,1.0,8,3.6
2458029,1,41.93501,-87.64819,1,1.0,113.0,0.0,30.0,0.0,1,1125,1,1125,0,257,14,6,117.0,68.0,38.0,0.0,3,7.17
2459132,0,41.96703,-87.75086999999998,8,1.0,95.0,250.0,75.0,25.0,2,1125,2,1125,28,363,67,0,8.0,11.0,3.0,0.0,2,13.74
2473938,2,41.85105,-87.67942,2,1.0,60.0,0.0,0.0,20.0,30,90,30,90,0,52,128,18,13.0,3.0,5.0,0.0,3,6.99
2479175,1,41.96293,-87.69358000000004,2,1.0,85.0,95.0,25.0,10.0,2,18,2,1125,29,144,169,26,35.0,17.0,13.0,0.0,3,5.46
2496594,81,41.89009,-87.62304,2,1.0,161.0,0.0,80.0,0.0,31,1124,31,1124,30,365,4,0,304.0,92.0,116.0,5.0,9,8.08
2499596,1,41.900059999999996,-87.68096,5,1.5,119.0,0.0,0.0,0.0,5,90,7,90,30,90,148,15,93.0,38.0,27.0,0.0,0,80.39
2509508,2,41.81207,-87.60417,4,1.0,85.0,0.0,0.0,20.0,3,1125,3,1125,0,0,18,0,1.0,2.0,4.0,0.0,0,76.63
2510602,81,41.89076,-87.62276999999996,4,2.0,225.0,0.0,120.0,0.0,31,1125,31,1125,30,365,4,0,298.0,92.0,116.0,5.0,9,8.24
2512247,4,41.90143,-87.63273000000002,2,1.0,75.0,200.0,0.0,0.0,7,60,7,60,1,40,4,1,184.0,56.0,71.0,2.0,3,4.75
2515100,2,41.89907,-87.68085,2,1.0,55.0,95.0,10.0,10.0,2,8,2,8,0,0,192,14,89.0,36.0,25.0,0.0,0,79.11
2515629,3,41.88342,-87.69618,2,1.0,30.0,120.0,30.0,25.0,2,60,2,60,7,148,128,20,5.0,1.0,2.0,0.0,3,2.28
2519442,1,41.79599,-87.62355,2,1.5,80.0,100.0,60.0,0.0,2,30,2,1125,29,364,82,13,2.0,1.0,2.0,0.0,2,7.74
2543231,2,41.8579,-87.65104000000002,2,1.0,68.0,0.0,0.0,0.0,2,1125,2,1125,26,80,220,30,31.0,11.0,10.0,0.0,0,44.26
2552219,1,41.95163,-87.71651,9,3.0,200.0,0.0,75.0,10.0,2,1125,2,1125,5,10,3,3,18.0,17.0,2.0,0.0,1,9.59
2564678,4,41.85448,-87.70787,1,1.5,45.0,550.0,0.0,10.0,2,1125,2,1125,29,179,6,3,2.0,0.0,2.0,0.0,2,3.68
2570620,7,41.89826,-87.70336,2,1.0,45.0,100.0,40.0,10.0,1,1125,1,1125,28,249,535,84,11.0,7.0,7.0,0.0,0,49.3
2583929,81,41.8537,-87.62338000000004,3,1.0,129.0,0.0,100.0,0.0,60,1122,60,1122,30,365,16,0,35.0,15.0,12.0,0.0,2,6.67
2585378,1,41.90772,-87.68121,1,1.0,80.0,0.0,30.0,0.0,7,100,7,100,5,220,20,2,124.0,38.0,32.0,0.0,2,6.62
2604345,18,41.80458,-87.60508,2,1.0,27.0,250.0,100.0,5.0,1,1125,1,1125,30,365,25,5,8.0,1.0,2.0,1.0,0,64.41
2604454,3,41.789770000000004,-87.58915999999998,6,1.5,165.0,0.0,30.0,25.0,1,14,1,14,0,0,104,20,19.0,4.0,10.0,7.0,0,96.11
2612989,4,41.96089,-87.67981,4,1.0,150.0,150.0,25.0,10.0,2,40,2,40,30,365,23,0,55.0,29.0,22.0,0.0,4,5.63
2614364,1,41.94467,-87.65856,10,1.0,500.0,500.0,70.0,40.0,2,1125,2,1125,29,355,63,2,96.0,74.0,27.0,0.0,4,7.07
2619937,2,41.98681,-87.69806,5,2.0,130.0,200.0,100.0,15.0,1,31,1,1125,12,72,7,0,2.0,5.0,4.0,0.0,0,75.1
2658946,7,41.91755,-87.63592,8,2.0,95.0,0.0,55.0,10.0,1,120,4,1125,22,211,459,84,53.0,28.0,17.0,0.0,1,12.74
2659670,5,41.96821,-87.65626,16,2.5,700.0,0.0,175.0,50.0,1,1125,1,1125,30,338,123,22,42.0,15.0,12.0,0.0,3,3.34
2661465,81,41.886179999999996,-87.61888,2,1.0,150.0,0.0,80.0,0.0,31,365,31,365,30,365,25,0,217.0,64.0,92.0,2.0,9,10.82
2671680,1,41.98705,-87.66228000000002,2,1.5,85.0,300.0,40.0,15.0,3,30,3,1125,30,331,82,12,30.0,13.0,17.0,0.0,3,7.17
2679456,81,41.852109999999996,-87.6216,4,2.0,200.0,0.0,100.0,0.0,90,368,90,368,30,365,6,0,27.0,12.0,10.0,0.0,2,5.81
2688739,3,41.86759,-87.68204,2,1.0,87.0,500.0,15.0,9.0,1,1125,1,1125,30,327,31,0,4.0,2.0,4.0,1.0,2,16.55
2693387,1,41.914320000000004,-87.6737,10,2.0,99.0,200.0,100.0,30.0,1,29,3,29,7,63,96,31,95.0,37.0,25.0,0.0,1,9.55
2695259,1,41.93227,-87.64879,4,1.0,159.0,1000.0,89.0,25.0,1,1125,2,1125,29,106,105,51,113.0,61.0,39.0,2.0,4,5.88
2715815,81,41.85445,-87.62432,4,1.0,130.0,0.0,0.0,0.0,31,1125,60,1125,0,258,14,0,36.0,15.0,12.0,0.0,2,4.05
2730613,2,41.68612,-87.67735,4,1.0,79.0,500.0,29.0,10.0,2,1000,2,1000,30,180,133,10,4.0,5.0,0.0,0.0,0,92.12
2731202,2,41.68582,-87.68066999999998,4,1.0,76.0,500.0,29.0,20.0,2,1125,2,1125,22,355,139,25,3.0,5.0,0.0,0.0,0,95.85
2764548,1,42.00598,-87.67211,2,1.0,78.0,150.0,0.0,0.0,2,1125,2,1125,21,316,146,19,34.0,12.0,14.0,0.0,2,11.16
2782345,1,41.92985,-87.64353,2,1.0,124.0,0.0,35.0,0.0,3,1125,3,1125,30,355,74,12,95.0,46.0,34.0,2.0,3,14.01
2817608,8,41.94278,-87.67220999999998,4,2.0,289.0,1000.0,50.0,15.0,3,1125,3,1125,30,365,13,1,47.0,28.0,13.0,0.0,3,2.73
2819982,81,41.85235,-87.6216,4,2.0,250.0,0.0,120.0,0.0,60,1125,60,1125,29,364,8,0,27.0,12.0,10.0,0.0,2,5.82
2824585,6,41.94435,-87.79969,2,1.0,39.0,0.0,20.0,0.0,2,1125,2,1125,29,363,14,0,3.0,5.0,0.0,0.0,0,73.29
2832376,81,41.854409999999994,-87.62151,4,1.0,129.0,0.0,80.0,0.0,31,1125,45,1125,30,365,7,0,27.0,15.0,10.0,0.0,2,6.97
2836339,81,41.89098,-87.62238,2,1.0,258.0,0.0,80.0,0.0,32,365,32,365,16,274,5,0,290.0,90.0,115.0,5.0,9,8.76
2837146,2,41.94795,-87.68314000000002,9,1.0,128.0,0.0,75.0,25.0,2,29,2,1125,30,182,163,16,25.0,23.0,12.0,1.0,2,11.29
2844042,6,41.89425,-87.68468,3,1.0,99.0,0.0,200.0,25.0,28,1125,28,1125,1,208,147,5,52.0,26.0,15.0,0.0,0,77.01
2874467,4,41.828720000000004,-87.60826,3,1.5,50.0,200.0,25.0,25.0,1,1125,1,1125,23,351,194,13,0.0,0.0,0.0,0.0,0,0.0
2874486,2,41.902429999999995,-87.67028,5,2.0,210.0,250.0,75.0,0.0,2,1125,3,1125,22,169,92,26,138.0,42.0,37.0,0.0,2,4.49
2875902,81,41.88766,-87.61754,5,2.0,220.0,0.0,120.0,0.0,32,1113,32,1113,30,365,5,0,190.0,59.0,89.0,2.0,7,13.21
2879976,2,41.93758,-87.7124,2,1.0,75.0,95.0,25.0,30.0,1,1124,2,1125,30,334,249,32,42.0,22.0,6.0,0.0,2,1.79
2907112,2,41.88523,-87.65195,2,1.0,130.0,150.0,80.0,0.0,4,1125,4,1125,8,330,57,7,185.0,43.0,37.0,0.0,3,0.92
2907500,3,41.78355,-87.72894000000002,2,1.0,34.0,0.0,8.0,0.0,1,1125,1,1125,0,173,303,0,1.0,1.0,3.0,0.0,1,14.22
2934604,1,41.9044,-87.67145,2,1.0,110.0,0.0,20.0,0.0,1,1125,3,1125,27,168,267,37,143.0,43.0,39.0,0.0,2,5.94
2979322,1,41.92049,-87.65789000000002,2,1.0,200.0,0.0,0.0,0.0,28,90,28,90,29,258,6,2,87.0,33.0,20.0,2.0,2,8.28
2989466,2,41.79748,-87.59078000000002,5,1.0,115.0,0.0,65.0,20.0,2,1125,2,1125,28,339,135,39,41.0,7.0,13.0,4.0,0,84.05
3031898,2,41.77293,-87.56951,2,2.0,70.0,100.0,50.0,0.0,32,1125,32,1125,30,365,245,26,8.0,2.0,2.0,0.0,0,102.5
3052275,3,41.90263,-87.64155,2,1.0,94.0,1000.0,35.0,10.0,1,1125,1,1125,0,0,71,2,99.0,39.0,25.0,0.0,4,12.73
3053081,2,41.91548,-87.67451,3,1.0,125.0,0.0,50.0,0.0,1,30,2,30,7,139,264,63,89.0,36.0,23.0,0.0,1,10.29
3061036,0,41.85298,-87.62761,3,1.0,85.0,0.0,0.0,12.0,1,18,1,1125,30,193,487,79,36.0,15.0,11.0,0.0,2,1.28
3068787,1,41.96315,-87.6804,4,2.0,150.0,0.0,75.0,0.0,3,1125,3,1125,0,265,95,9,54.0,24.0,21.0,0.0,4,5.64
3083343,6,41.91603,-87.67119,4,1.0,130.0,250.0,150.0,10.0,3,75,7,1125,24,54,73,13,86.0,34.0,20.0,0.0,1,14.46
3088192,1,41.93156,-87.71161,8,1.0,145.0,0.0,60.0,10.0,1,1125,1,1125,15,302,394,71,71.0,36.0,14.0,0.0,2,3.62
3094937,1,41.94425,-87.68670999999998,5,1.0,70.0,95.0,50.0,0.0,1,1125,1,1125,0,0,20,1,25.0,16.0,4.0,1.0,1,15.53
3105733,3,41.86823,-87.68483,2,1.0,97.0,500.0,15.0,9.0,1,1125,1,1125,0,173,24,1,5.0,2.0,2.0,0.0,2,12.96
3111197,1,42.00529,-87.67761,2,1.0,130.0,0.0,0.0,30.0,3,1125,3,1125,30,365,44,0,30.0,10.0,4.0,0.0,1,18.12
3138825,11,41.85683,-87.65249,12,1.0,69.0,0.0,19.0,19.0,1,1125,1,1125,30,171,431,70,33.0,12.0,9.0,0.0,0,45.81
3143254,4,41.82875,-87.60826,5,1.5,60.0,200.0,25.0,25.0,1,365,1,365,27,332,254,16,0.0,0.0,0.0,0.0,0,0.0
3151779,2,41.92476,-87.68564,1,1.0,40.0,0.0,30.0,0.0,1,100,1,100,30,365,17,1,55.0,25.0,14.0,0.0,2,15.53
3191655,1,41.96697,-87.70906,5,1.0,100.0,250.0,75.0,20.0,3,29,3,29,29,179,13,0,12.0,6.0,7.0,0.0,3,1.59
3217145,4,41.93493,-87.6462,2,1.0,179.0,0.0,0.0,10.0,1,1124,2,1124,29,364,242,3,117.0,65.0,34.0,0.0,3,8.94
3241929,1,41.90226,-87.6797,2,1.0,172.0,0.0,45.0,0.0,1,30,1,30,3,292,218,22,134.0,47.0,37.0,0.0,1,12.46
3267902,1,41.9895,-87.66685,4,1.0,85.0,150.0,45.0,15.0,2,1125,2,1125,24,331,267,48,26.0,10.0,16.0,0.0,3,8.22
3292054,7,41.94313,-87.65613,8,3.0,450.0,2000.0,100.0,60.0,3,1125,3,1125,15,345,141,14,128.0,81.0,31.0,0.0,4,6.75
3293564,7,41.94465,-87.65477,2,1.0,99.0,1000.0,35.0,0.0,2,1125,2,1125,9,272,50,8,114.0,75.0,31.0,0.0,4,6.5
3295017,7,41.94276,-87.65498000000002,2,1.0,99.0,1000.0,40.0,0.0,2,1125,2,1125,18,283,23,4,129.0,82.0,30.0,0.0,4,5.04
3298786,2,41.93625,-87.71245,2,1.0,75.0,150.0,25.0,30.0,1,1125,1,1125,30,362,78,15,47.0,26.0,8.0,0.0,2,3.48
3300206,1,41.90832,-87.69444,2,1.0,75.0,200.0,50.0,15.0,1,1125,1,1125,30,365,61,14,31.0,8.0,10.0,0.0,1,18.42
3302759,3,41.89885,-87.68007,12,2.0,299.0,350.0,160.0,0.0,2,365,2,1125,18,304,156,28,91.0,36.0,26.0,0.0,0,78.12
3303813,7,41.94279,-87.65548000000004,2,1.0,75.0,1000.0,35.0,0.0,2,1125,2,1125,9,274,81,18,128.0,82.0,31.0,0.0,4,5.69
3308694,2,41.8867,-87.64338000000002,5,1.0,299.0,500.0,120.0,0.0,2,30,2,30,29,348,38,13,271.0,75.0,71.0,1.0,7,3.3
3329088,1,41.88373,-87.70718000000002,4,2.0,85.0,500.0,35.0,65.0,2,93,2,1125,15,342,89,19,3.0,2.0,1.0,0.0,3,1.9
3351169,1,41.8611,-87.6278,1,1.0,45.0,0.0,50.0,50.0,1,5,1,5,29,89,133,1,40.0,19.0,17.0,0.0,3,8.66
3373118,2,41.90961,-87.69635,4,2.0,130.0,500.0,100.0,20.0,30,60,30,60,28,363,0,0,51.0,9.0,8.0,0.0,1,18.5
3376665,2,41.90968,-87.69768,2,1.0,90.0,0.0,30.0,20.0,2,7,2,7,30,365,63,9,47.0,6.0,9.0,0.0,1,23.1
3385966,2,41.93755,-87.66932,5,2.0,142.0,0.0,95.0,80.0,2,1125,2,1125,21,341,141,21,41.0,28.0,15.0,0.0,2,10.61
3394750,2,41.825829999999996,-87.67534,3,1.0,95.0,100.0,50.0,15.0,1,30,1,30,16,345,87,27,4.0,0.0,1.0,0.0,1,10.28
3423436,2,41.94177,-87.65146999999996,1,1.0,70.0,0.0,0.0,0.0,2,1125,2,1125,24,84,0,0,124.0,80.0,30.0,0.0,3,4.18
3434136,2,41.9402,-87.65133,1,1.0,75.0,0.0,0.0,0.0,2,1125,2,1125,30,340,143,0,123.0,82.0,33.0,0.0,4,1.78
3453656,2,41.99993,-87.66844,2,1.0,45.0,150.0,75.0,15.0,10,90,10,1125,18,111,34,7,29.0,16.0,17.0,0.0,3,8.99
3488317,4,41.94328,-87.6487,7,1.0,375.0,1000.0,0.0,25.0,1,29,2,29,0,0,6,0,103.0,70.0,25.0,0.0,3,8.81
3497096,2,41.92709,-87.66337,2,1.0,59.0,0.0,0.0,20.0,32,1125,32,1125,8,271,15,1,51.0,32.0,18.0,1.0,2,12.76
3517984,1,41.7998,-87.59380999999998,2,1.0,75.0,0.0,0.0,0.0,1,1125,1,1125,27,344,307,73,40.0,7.0,10.0,5.0,0,77.62
3521727,1,41.94009000000001,-87.65697,4,2.0,230.0,0.0,40.0,40.0,30,180,30,180,0,0,9,0,118.0,79.0,33.0,0.0,5,3.93
3534562,1,41.92716,-87.65788,5,1.0,175.0,150.0,75.0,18.0,1,1125,1,1125,24,33,358,66,85.0,49.0,26.0,2.0,2,7.23
3562948,1,41.826159999999994,-87.67481,6,1.0,112.0,200.0,100.0,15.0,4,30,4,30,0,0,114,30,4.0,0.0,1.0,0.0,1,10.34
3563297,2,41.90182,-87.68401999999998,2,1.0,55.0,95.0,12.0,12.0,2,6,2,6,0,0,175,16,109.0,38.0,24.0,0.0,1,18.61
3570616,4,41.9293,-87.72039000000002,3,1.0,95.0,0.0,200.0,30.0,31,1125,31,1125,22,203,140,1,39.0,15.0,6.0,0.0,1,14.69
3571862,81,41.88626,-87.61621,3,1.0,140.0,0.0,80.0,0.0,31,1124,31,1124,30,365,12,0,145.0,45.0,75.0,2.0,7,13.29
3576287,0,41.97329000000001,-87.65765999999998,2,1.0,65.0,0.0,30.0,15.0,1,30,1,30,0,208,2,2,59.0,19.0,20.0,0.0,4,0.93
3580497,16,41.89805,-87.62977,4,1.0,91.0,1000.0,100.0,0.0,31,1123,31,1123,0,272,86,3,262.0,91.0,101.0,3.0,4,3.31
3585870,1,41.92245,-87.70345,2,1.0,110.0,0.0,65.0,10.0,2,160,2,160,4,23,223,23,85.0,35.0,20.0,0.0,2,6.46
3590692,3,41.99041,-87.66022,1,1.0,64.0,0.0,55.0,25.0,20,365,20,1125,30,328,33,1,24.0,10.0,17.0,0.0,3,2.14
3627357,1,41.925290000000004,-87.66642,2,1.0,199.0,0.0,60.0,0.0,2,1125,2,1125,30,360,66,2,38.0,28.0,11.0,1.0,0,75.13
3634631,3,42.00355,-87.6738,1,1.0,70.0,0.0,20.0,0.0,3,120,3,120,2,290,13,0,24.0,9.0,8.0,0.0,2,13.43
3638346,2,42.00565,-87.6633,2,1.0,99.0,0.0,35.0,15.0,2,7,2,1125,0,141,117,22,33.0,13.0,15.0,0.0,2,6.91
3638744,2,41.96024,-87.72159,4,1.0,67.0,100.0,100.0,30.0,3,1125,4,1125,0,0,26,7,11.0,8.0,6.0,0.0,3,17.9
3639045,1,41.99783,-87.67373,4,1.0,51.0,0.0,40.0,20.0,7,1125,7,1125,1,235,3,2,11.0,4.0,6.0,0.0,1,17.26
3666681,81,41.88975,-87.63425,2,1.0,200.0,0.0,100.0,0.0,30,1123,30,1123,30,365,14,4,362.0,103.0,113.0,4.0,10,1.77
3667996,18,41.80285,-87.60354,2,1.0,34.0,250.0,100.0,5.0,2,1125,2,1125,21,171,29,6,13.0,3.0,4.0,1.0,0,66.44
3676258,15,41.88665,-87.63292,6,2.0,249.0,0.0,100.0,0.0,30,1125,30,1125,30,90,2,0,366.0,105.0,133.0,3.0,13,2.27
3684028,1,41.9318,-87.65113000000002,3,1.0,150.0,200.0,45.0,25.0,2,1125,2,1125,0,5,64,5,114.0,66.0,40.0,2.0,4,2.81
3689246,1,41.89768,-87.6437,2,1.0,210.0,0.0,90.0,60.0,2,10,2,10,30,180,34,7,94.0,37.0,27.0,1.0,3,10.09
3696178,2,42.021390000000004,-87.67363,2,1.0,45.0,0.0,20.0,35.0,3,1125,3,1125,22,195,53,12,9.0,4.0,2.0,0.0,3,4.69
3697283,1,41.81793,-87.61796,1,1.0,75.0,0.0,10.0,20.0,2,7,2,7,0,0,11,2,2.0,2.0,4.0,0.0,3,3.24
3731110,1,41.90275,-87.6311,3,1.0,100.0,0.0,20.0,15.0,2,21,2,21,0,5,141,15,155.0,53.0,59.0,3.0,3,1.61
3742513,16,42.0168,-87.68771,2,2.0,25.0,100.0,12.0,10.0,1,1125,1,1125,0,0,123,20,10.0,6.0,1.0,0.0,0,24.16
3760040,4,41.94224000000001,-87.65137,2,1.0,145.0,0.0,0.0,0.0,1,1124,2,1124,29,361,144,14,114.0,76.0,27.0,0.0,3,4.95
3761023,2,41.83514,-87.64774,4,1.0,95.0,0.0,20.0,15.0,2,1125,2,1125,22,82,41,33,8.0,7.0,4.0,0.0,0,75.48
3783099,1,41.97312,-87.65236999999998,2,1.0,70.0,300.0,65.0,15.0,30,1125,30,1125,0,285,18,2,41.0,10.0,11.0,0.0,4,6.87
3783533,1,41.89806,-87.7034,6,1.0,90.0,200.0,50.0,15.0,1,180,1,180,0,91,288,48,11.0,7.0,7.0,0.0,0,49.37
3797518,1,41.77189,-87.57458000000004,2,1.0,100.0,0.0,20.0,35.0,3,7,3,7,30,365,2,0,8.0,2.0,3.0,0.0,0,97.04
3798482,1,41.91999000000001,-87.69001999999998,2,1.0,50.0,0.0,20.0,0.0,2,6,3,6,0,0,170,11,71.0,33.0,19.0,0.0,2,7.07
3811926,3,41.78384000000001,-87.72759,2,1.0,34.0,0.0,8.0,0.0,1,1125,1,1125,30,357,410,58,0.0,1.0,3.0,0.0,1,15.08
3826514,2,41.91147,-87.66968,4,2.0,69.0,200.0,79.0,0.0,3,1124,3,1125,8,315,264,51,119.0,36.0,31.0,0.0,2,9.85
3828422,2,41.95037,-87.6457,1,1.0,68.0,0.0,30.0,0.0,1,1125,1,1125,0,108,37,8,55.0,49.0,14.0,0.0,2,10.07
3835961,1,42.0059,-87.68285999999998,1,1.0,55.0,100.0,30.0,10.0,3,7,3,7,28,113,2,2,33.0,3.0,1.0,0.0,0,78.17
3897045,5,41.894220000000004,-87.62595999999998,2,1.0,93.0,800.0,150.0,0.0,30,365,30,1125,30,291,25,6,321.0,104.0,114.0,5.0,6,5.29
3898355,11,41.855309999999996,-87.65411,5,1.0,69.0,0.0,19.0,19.0,1,365,1,365,29,175,394,73,23.0,11.0,9.0,0.0,1,20.02
